last name,first name,middle initial,name suffix,student id number,new applicant,civil status,birhtdate,birthplace,gender,nationality,street number,street name,city,province,region,alternate address,mobile number,landline,email,degree,course,year,school,expected graduation,dost?,scholar?,IT BPO?
Guerra,Wallace,F,Jr.,16622105,Yes,Widowed,5/13/1980,Manila,F,American,3593,metus eu,Taytay,Rizal,I,risus. Donec egestas.,7.89935E+12,7894319,Morbi@nuncnullavulputate.edu,AB,ECE,1,TUP-Taguig,2017,No,Yes,No
Hayden,Finn,D,Sr.,77876278,No,Separated,10/9/1982,Taytay,M,Korean,1640,sapien. Aenean massa.,Beijing,Quezon,VI,"eleifend,",8.33611E+12,1722287,Sed@Sedcongue.net,AB,ECE,3,DLS-CSB,2018,No,Yes,No
Bright,Hunter,F,Jr.,9389395,No,Separated,2/25/1984,Cebu,M,Chinese,2068,sed dui. Fusce,Manila,Quezon,II,nascetur ridiculus,3.95826E+12,5753503,eleifend.nec.malesuada@nullamagnamalesuada.edu,BS,CoE,3,LSPU-Tanza,2018,Yes,Yes,Yes
Calhoun,Erin,X,II,78003961,No,Separated,9/2/1982,Filinvest,M,Chinese,2179,ut lacus. Nulla,Manila,Quezon,I,dui nec,3.02868E+12,7860146,Phasellus@netus.org,AB,CS,3,LSPU-Bacoor,2016,No,No,No
Hebert,Ishmael,C,II,24075923,Yes,Widowed,6/21/1980,Mandalyong,F,American,1530,amet lorem,Filinvest,Rizal,XIV,pretium,6.50289E+12,6377129,In@dapibus.org,AB,ECE,4,LSPU-Cavite City,2015,Yes,Yes,No
Henderson,Deacon,E,III,95302160,No,Widowed,8/15/1981,Antipolo,F,Filipino,2182,"pharetra, felis",Beijing,Rizal,X,at,6.65265E+12,1997236,mus.Proin.vel@euarcuMorbi.org,AB,Marketing,1,LSPU-General Trias,2015,Yes,Yes,No
Cabrera,Nigel,T,Sr.,6448373,No,Married,10/2/1980,Manila,M,Chinese,146,tincidunt tempus risus.,Cebu,Quezon,I,consectetuer adipiscing,4.90973E+12,9668454,Aenean.sed.pede@dictum.edu,BS,CS,4,PNU-Main,2015,No,Yes,No
Duke,Winifred,L,Jr.,27117509,Yes,Separated,7/27/1981,Filinvest,F,Filipino,3824,sed turpis,Antipolo,Quezon,XIV,"sit amet,",5.20323E+12,1601371,porttitor.vulputate@vehiculaPellentesque.edu,AB,ECE,1,LSPU-Trece Martires,2015,No,Yes,Yes
Kerr,Drake,Q,Jr.,61513197,No,Widowed,7/21/1980,Binangonan,M,American,742,In,Malabon,Quezon,XII,ac turpis egestas.,6.15373E+12,6409685,Donec.est@Donec.ca,AB,Management,4,LSPU-San Pablo,2016,No,No,Yes
Roberts,Hammett,Y,Sr.,68215220,Yes,Separated,2/15/1984,Manila,M,American,4834,Pellentesque,Taytay,Quezon,IX,mollis. Phasellus libero,9.61496E+12,2733270,Aenean@quamelementumat.net,AB,CoE,3,MIT-Makati,2015,No,Yes,Yes
Barr,Myra,H,III,89424528,No,Widowed,2/2/1984,Antipolo,M,Korean,4493,malesuada fringilla est.,Binangonan,Quezon,XIV,Aliquam ultrices iaculis,9.96793E+12,7113150,Suspendisse@habitant.ca,BS,CoE,1,LSPU-Tanza,2017,Yes,No,Yes
Garrett,Martha,Z,II,81794976,No,Single,1/24/1981,Filinvest,F,Filipino,3237,a sollicitudin orci,Manila,Rizal,XII,Fusce feugiat. Lorem,6.48162E+12,7039899,dui@sit.org,BS,CS,1,BatStateU-Rosario,2015,No,No,Yes
David,Davis,R,III,46992275,Yes,Single,1/2/1984,Beijing,F,Chinese,1319,Nunc,Manila,Quezon,X,dictum. Proin eget,7.32579E+12,7432366,elementum.purus.accumsan@Donec.co.uk,AB,Marketing,4,UP-Diliman,2018,Yes,No,Yes
Pickett,Victoria,M,III,61670600,No,Widowed,9/10/1981,Binangonan,M,Chinese,2474,arcu ac orci.,Filinvest,Rizal,X,feugiat,3.09151E+12,9564635,ipsum.leo.elementum@Seddiam.net,BS,Marketing,2,BatStateU-Balayan,2016,Yes,Yes,No
Fletcher,Steel,D,III,61735542,Yes,Single,10/19/1983,Davao,M,Chinese,3562,velit,Antipolo,Rizal,XII,"mi lorem, vehicula",9.91188E+12,5296915,nonummy@turpisIn.com,AB,CS,1,LSPU-Sta Cruz,2017,Yes,No,No
Anderson,Leilani,E,II,9297603,Yes,Separated,4/7/1983,Binangonan,F,Korean,1851,a,Cainta,Quezon,XIII,"gravida. Aliquam tincidunt,",8.28149E+12,8844436,sodales.nisi.magna@egestas.org,AB,CoE,4,BatStateU-Malvar,2015,No,No,Yes
Miles,Suki,Y,Jr.,89463251,No,Married,12/8/1982,Antipolo,F,Filipino,160,consectetuer,Cainta,Rizal,II,non nisi. Aenean,3.15286E+12,2943813,non.lorem@metusInnec.co.uk,BS,IT,1,LSPU-Naic,2015,No,No,Yes
Ellison,Courtney,H,Jr.,3885926,No,Single,9/9/1981,Caloocan,F,American,2566,Proin vel nisl.,Antipolo,Rizal, VIII,mauris ut mi.,9.88689E+12,6393940,mauris@blanditviverraDonec.net,AB,Management,4,NORSU-Bais,2018,Yes,Yes,Yes
Cobb,Whitney,T,Jr.,42297750,No,Married,3/18/1981,Malabon,M,American,4255,"mattis ornare, lectus",Malabon,Rizal,VI,Lorem,8.41243E+12,6773864,dignissim@Fuscefermentum.ca,BS,ECE,4,AdU-NCR,2018,Yes,Yes,Yes
Roth,Kaye,N,Jr.,48715721,No,Widowed,4/21/1983,Binangonan,M,Korean,3691,adipiscing,Filinvest,Quezon,II,vitae,3.74524E+12,3489352,vitae.semper@sollicitudin.net,BS,Management,2,BulSU-Malolos,2015,No,No,Yes
Haley,Dahlia,Z,Sr.,20187291,Yes,Separated,11/10/1981,Davao,F,Filipino,3981,semper tellus id,Davao,Rizal,X,"a, malesuada id,",8.66545E+12,1249837,dictum.placerat.augue@purus.ca,BS,Management,3,USEP,2018,No,No,No
Cox,Isaiah,K,Sr.,39371134,No,Married,6/5/1983,Filinvest,F,Filipino,1581,arcu,Davao,Quezon,II,id enim. Curabitur,3.37597E+12,2252843,nulla@anteMaecenas.ca,AB,IT,1,DLS-CSB,2017,Yes,Yes,No
Morales,Courtney,E,Jr.,42037004,Yes,Widowed,5/27/1983,Quezon City,M,Korean,803,"vestibulum lorem,",Davao,Quezon,XIV,ante,4.84581E+12,5829238,sagittis@magnaaneque.co.uk,BS,CoE,3,LSPU-Bacoor,2015,No,No,Yes
Austin,Holly,U,III,86413598,Yes,Single,6/10/1983,Quezon City,M,Korean,1183,gravida,Malabon,Quezon,XI,orci,7.02556E+12,7916666,nec.tempus.mauris@liberolacus.org,AB,ECE,2,LSPU-Tanza,2016,Yes,No,Yes
Hines,Ann,P,III,79427183,Yes,Separated,1/12/1985,Malabon,F,Chinese,2429,est. Mauris eu,Cainta,Rizal,NCR,feugiat.,6.28845E+12,7928664,Integer.id@amalesuadaid.ca,AB,Management,4,TUP-Taguig,2016,Yes,No,Yes
Campos,May,S,III,83966780,No,Widowed,7/30/1982,Quezon City,F,Filipino,1086,eu elit. Nulla,Cebu,Rizal,IX,"ultrices a, auctor",1.78117E+12,1517024,parturient.montes@temporbibendumDonec.com,BS,CS,3,WVSU,2017,Yes,Yes,Yes
Beck,Duncan,Z,III,42168718,No,Widowed,1/6/1985,Mandalyong,M,Filipino,549,mi. Duis,Filinvest,Rizal,V,ante. Nunc,2.06055E+12,4484945,tincidunt.orci@loremsit.net,AB,Marketing,1,DMMMSU,2015,No,No,Yes
Mcgee,Winter,A,III,56278037,Yes,Separated,7/31/1984,Malabon,M,Korean,1787,orci lacus vestibulum,Cainta,Quezon,IX,Donec tincidunt. Donec,3.86807E+12,7932203,neque@convallisconvallisdolor.org,AB,Management,3,LSPU-Bacoor,2018,No,Yes,No
Perez,Nita,M,II,12646623,No,Single,1/11/1982,Caloocan,F,American,4885,enim.,Taytay,Quezon,CAR,"ornare, facilisis eget,",2.06241E+12,7669210,Sed@eu.org,AB,IT,3,BengSU,2017,Yes,No,Yes
Palmer,Walter,P,Sr.,8015773,No,Married,12/9/1981,Taytay,M,Filipino,3288,eros non,Manila,Rizal,VII,Nulla,7.88672E+12,8754225,pede@euismod.edu,AB,Management,3,DMMMSU,2016,No,No,No
Herman,Maile,G,Jr.,45715438,No,Separated,11/4/1980,Davao,F,Filipino,4806,varius,Binangonan,Rizal,X,Vivamus nibh,6.47554E+12,5211578,feugiat@tristique.com,BS,IT,4,NORSU-Main,2018,Yes,Yes,No
Justice,Dakota,I,II,56464366,No,Single,9/10/1984,Quezon City,F,American,2389,convallis,Cebu,Quezon,XIII,at lacus. Quisque,9.57884E+12,9537510,pellentesque.tellus.sem@tinciduntaliquamarcu.com,BS,Marketing,1,JRU,2015,Yes,Yes,Yes
Schneider,MacKenzie,P,III,27543865,Yes,Separated,9/22/1980,Davao,M,Filipino,1288,mauris a nunc.,Quezon City,Quezon, VIII,pede.,8.8171E+12,8914870,iaculis@augueeutempor.org,AB,Marketing,3,DMMMSU,2017,Yes,Yes,Yes
Thomas,Zorita,I,Sr.,40747748,No,Separated,10/25/1980,Caloocan,M,Filipino,2627,tellus non magna.,Taytay,Rizal,VII,consequat dolor vitae,9.11175E+12,4294866,et.magnis@a.com,AB,Marketing,3,BulSU-Hagonoy,2016,No,No,No
Mullen,Sierra,Q,Jr.,16078827,Yes,Separated,3/7/1984,Beijing,F,Korean,507,magna tellus,Cebu,Rizal,XI,Nam,3.7561E+12,9392242,mollis.Integer@adipiscing.org,AB,CoE,4,FEU-EAC,2016,No,No,No
Travis,Yoshi,O,III,66883528,No,Separated,11/22/1982,Beijing,M,Korean,3859,felis,Binangonan,Rizal,IX,"faucibus ut,",4.9809E+12,6753572,vitae.mauris.sit@cursus.ca,AB,ECE,2,FEU-FERN,2018,Yes,No,Yes
Logan,Heidi,X,Sr.,88457329,No,Single,10/27/1983,Mandalyong,M,Korean,1986,Ut tincidunt orci,Quezon City,Rizal,NCR,pretium neque. Morbi,8.35378E+12,5099696,id.risus@morbi.edu,AB,CS,4,STI,2018,Yes,No,No
Peters,Hamish,K,Sr.,34899256,Yes,Married,11/14/1981,Antipolo,F,American,424,"placerat,",Antipolo,Rizal, VIII,feugiat metus,3.46205E+12,2150659,lectus.ante.dictum@vehiculaaliquetlibero.com,BS,Marketing,2,LSPU-Los Banos,2016,Yes,No,Yes
Bradford,Murphy,R,Jr.,84073212,No,Separated,6/19/1980,Taytay,M,Korean,59,est.,Malabon,Quezon,NCR,"a,",6.47771E+12,2578956,in.consequat.enim@sociisnatoquepenatibus.org,AB,CoE,2,TUP-Taguig,2016,Yes,Yes,Yes
Shields,Jasmine,T,II,96916681,Yes,Married,6/19/1983,Taytay,M,Chinese,581,fringilla,Davao,Rizal,V,"eget, venenatis",8.61756E+12,4881187,at.pretium.aliquet@nonduinec.co.uk,AB,Management,3,NORSU-Bais,2018,Yes,Yes,Yes
Stanton,Isaac,Z,Jr.,8330854,Yes,Separated,4/8/1981,Antipolo,M,Filipino,1665,turpis egestas. Fusce,Manila,Rizal,XII,"sodales at,",1.15004E+12,2891653,mi.felis.adipiscing@amet.ca,AB,Marketing,4,Meriam College,2016,No,Yes,No
Estrada,Clarke,Y,Jr.,62780277,No,Married,7/11/1980,Quezon City,M,American,1140,metus,Binangonan,Quezon,VI,Aliquam fringilla cursus,8.37712E+12,6078284,mollis.Duis@molestieintempus.ca,BS,IT,3,BatStateU-Main 2,2015,Yes,No,Yes
Terry,Leslie,W,Sr.,17069782,Yes,Married,3/4/1980,Filinvest,F,Korean,2580,risus. Nunc ac,Binangonan,Rizal,III,ipsum,6.96193E+12,8326959,felis.purus.ac@loremloremluctus.com,AB,Marketing,2,NIPSC,2015,Yes,Yes,Yes
Hunter,Reuben,L,II,55020943,Yes,Single,6/16/1980,Cainta,F,Filipino,4739,Phasellus nulla. Integer,Taytay,Rizal,X,felis purus ac,2.17159E+12,5648246,tincidunt.nunc@Quisquetincidunt.net,AB,CoE,4,UP-Diliman,2015,Yes,No,No
Arnold,Carla,J,II,3214889,Yes,Widowed,11/18/1981,Davao,F,Filipino,2903,mi fringilla,Davao,Quezon,II,posuere,7.25737E+12,8248960,urna.suscipit.nonummy@ipsumnuncid.com,AB,Marketing,3,NORSU-Siaton,2017,Yes,No,No
Duke,Tanya,E,III,83651806,No,Married,5/12/1983,Quezon City,M,Korean,581,in,Filinvest,Rizal,I,"nec,",9.11641E+12,4596390,Sed@aliquamiaculislacus.co.uk,AB,IT,1,DLSU,2016,No,No,Yes
Hampton,Angelica,T,II,81020433,No,Widowed,5/10/1982,Antipolo,F,American,2391,"sodales at,",Beijing,Rizal,IX,ipsum non arcu.,1.93205E+12,8382535,ad.litora@commodoat.com,BS,CS,4,NORSU-Siaton,2018,No,Yes,No
Hensley,Hakeem,E,III,22466559,Yes,Married,1/7/1983,Quezon City,M,Korean,55,eu tempor erat,Cainta,Rizal,VI,"imperdiet,",9.41794E+12,2609950,ut.nulla@dolorQuisquetincidunt.com,AB,Management,3,AdU-NCR,2017,Yes,Yes,Yes
Mason,Ivan,R,Jr.,81320640,Yes,Married,10/19/1984,Mandalyong,M,American,3883,"a,",Malabon,Quezon,VII,interdum. Sed auctor,9.98482E+12,2958134,elit@dolorFuscemi.net,AB,Marketing,3,CHMSC,2015,No,No,No
Marshall,Karen,H,Jr.,33252909,No,Widowed,2/16/1981,Antipolo,M,Korean,2411,quis diam luctus,Beijing,Quezon,XII,"Donec tempor,",4.31338E+12,5355980,sagittis.semper@loremacrisus.org,BS,CoE,3,DLS-CSB,2015,Yes,No,Yes
Emerson,Phyllis,O,Jr.,59580035,No,Separated,6/28/1982,Taytay,F,Korean,3015,Donec at arcu.,Manila,Quezon,I,"auctor,",9.20461E+12,1769567,odio.semper.cursus@Quisqueac.net,AB,CoE,4,NORSU-Main,2016,Yes,No,No
Beach,Hamilton,L,Jr.,59176938,Yes,Married,1/15/1981,Antipolo,M,American,3534,"sem, consequat nec,",Beijing,Quezon,I,"at,",2.98256E+12,5812674,massa@velitduisemper.com,AB,IT,1,LSPU-Trece Martires,2015,Yes,Yes,Yes
Webb,Uriah,J,II,51730121,No,Separated,5/28/1983,Quezon City,F,Korean,2290,sagittis,Binangonan,Quezon,III,at lacus.,9.46765E+12,7508381,Mauris.vel@iaculisquis.co.uk,AB,CS,3,NIPSC,2017,Yes,No,Yes
Freeman,Keely,I,II,87935807,Yes,Widowed,8/23/1982,Cainta,F,Korean,1883,mauris,Mandalyong,Rizal,XI,"ornare, elit",8.50581E+12,3989836,cursus.in.hendrerit@anteblanditviverra.com,AB,IT,2,LSPU-Los Banos,2017,No,Yes,No
Cooper,Tallulah,G,II,62561831,Yes,Married,10/11/1980,Quezon City,F,American,1249,"aliquet vel, vulputate",Quezon City,Quezon,II,quis,4.96463E+12,5827474,non@vitaevelitegestas.net,AB,Management,4,WVCST,2016,No,No,No
Hamilton,Nell,Z,III,62271195,No,Separated,7/22/1982,Cebu,M,American,1261,adipiscing,Caloocan,Rizal,NCR,"ut aliquam iaculis,",9.09553E+12,4650126,malesuada.vel.convallis@fringilla.co.uk,BS,Management,1,LSPU-Siniloan,2016,Yes,Yes,No
Moses,Emma,X,III,60722209,Yes,Married,1/6/1981,Davao,F,Korean,1269,at pede.,Quezon City,Quezon,II,arcu.,7.97503E+12,4695675,Pellentesque@sagittisfelis.net,AB,Management,3,DLS-CSB,2017,Yes,Yes,Yes
Farmer,Zephr,P,III,5039092,No,Widowed,11/18/1981,Mandalyong,F,Filipino,606,aliquet. Proin,Mandalyong,Quezon,XIV,erat semper rutrum.,8.89934E+12,5992234,urna@ametloremsemper.edu,BS,CS,1,BulSU-Meneses,2015,No,No,Yes
Carter,Adara,I,III,30129316,Yes,Separated,12/10/1981,Beijing,F,Korean,2008,gravida sagittis. Duis,Binangonan,Quezon,I,"Nullam suscipit, est",7.27187E+12,7021293,augue@vel.edu,AB,ECE,2,FEU-Main,2016,No,Yes,Yes
Blackburn,Jameson,G,III,7895910,Yes,Widowed,11/26/1981,Cebu,M,Korean,4061,purus. Duis,Cebu,Rizal,XIII,"amet, consectetuer",3.15009E+12,7069677,fringilla.est@velitegetlaoreet.org,BS,CoE,1,NIPSC,2016,Yes,No,Yes
Bullock,Kasimir,N,III,77399208,Yes,Single,1/8/1983,Davao,F,Filipino,1605,cursus,Cainta,Quezon,CAR,felis. Nulla,6.40878E+12,1007176,risus@adipiscing.ca,AB,CoE,3,CVSU-Indang,2015,No,No,No
Owen,Ivan,Q,III,91580975,Yes,Widowed,11/8/1983,Caloocan,F,Filipino,917,Curabitur ut odio,Beijing,Quezon,III,turpis,5.0544E+12,6489158,dolor.egestas@ascelerisque.org,AB,CS,3,PangSU,2017,No,Yes,No
Rutledge,Tanisha,G,II,10696514,No,Separated,5/28/1983,Davao,M,American,4138,"vitae, posuere",Caloocan,Quezon,NCR,"mattis ornare,",8.39552E+12,6114564,hendrerit.id@sitametrisus.org,BS,IT,2,RTU,2018,Yes,Yes,Yes
Yates,TaShya,I,Jr.,5544385,Yes,Single,7/10/1983,Beijing,F,Korean,123,"tempor lorem,",Malabon,Rizal,XIII,dapibus,1.27418E+12,5062529,egestas.Aliquam@Nullamsuscipit.edu,BS,Management,2,UP-Manila,2018,No,Yes,Yes
Webster,Amir,T,III,35567251,Yes,Single,6/26/1983,Filinvest,M,American,1872,facilisi.,Caloocan,Rizal, VIII,eleifend egestas. Sed,3.8402E+12,1968533,Donec@risus.org,BS,Management,3,CHMSC,2016,No,No,Yes
Best,Demetrius,J,Jr.,8231963,No,Separated,3/7/1981,Manila,F,American,3554,sit amet massa.,Binangonan,Rizal,XI,enim commodo hendrerit.,4.09438E+12,9422076,tellus.justo@Nuncpulvinar.net,BS,IT,2,BulSU-Bustos,2018,Yes,Yes,Yes
Gill,Dacey,V,Jr.,28909827,Yes,Married,9/19/1981,Cainta,F,Chinese,1772,mollis.,Cebu,Rizal,XII,leo. Cras,8.0374E+12,3299423,Nunc@nuncestmollis.co.uk,BS,CoE,4,Meriam College,2015,Yes,Yes,Yes
Hester,Quinn,C,Jr.,42435792,No,Separated,3/14/1980,Taytay,F,Korean,3901,Nunc mauris. Morbi,Filinvest,Rizal,III,dictum,8.19619E+12,8206083,erat.vitae.risus@nuncsed.co.uk,AB,CoE,1,BulSU-Sarmiento,2016,No,No,No
Garcia,Calista,U,II,8093019,No,Separated,7/19/1984,Manila,M,Filipino,1246,luctus. Curabitur,Cebu,Rizal,VII,Pellentesque habitant,2.49663E+12,4762926,Pellentesque.habitant.morbi@Aliquam.com,AB,Management,3,LSPU-Bacoor,2016,No,No,Yes
Dale,Hoyt,E,Sr.,89460068,Yes,Married,12/8/1982,Cainta,F,Korean,575,sapien molestie orci,Cebu,Quezon,XI,convallis ligula.,4.88868E+12,7083840,lorem.fringilla.ornare@non.net,BS,CS,2,UP-Diliman,2017,No,No,No
Dodson,Colorado,C,II,38317538,Yes,Married,6/25/1982,Cebu,F,American,4917,"nunc, ullamcorper eu,",Beijing,Rizal,XI,in,1.48229E+12,8898573,congue@temporaugueac.co.uk,BS,IT,1,DLS-CSB,2015,No,No,Yes
Goff,Charles,I,III,39249588,Yes,Separated,9/11/1982,Manila,F,Filipino,15,"elit, pharetra",Antipolo,Quezon,V,interdum.,3.12673E+12,5357989,nisi.Aenean.eget@mattisCraseget.net,AB,CoE,2,PangSU,2018,No,No,Yes
Roy,Blake,U,Sr.,59855803,No,Married,7/31/1982,Filinvest,F,Filipino,185,lectus justo,Malabon,Rizal,VI,felis purus ac,2.33763E+12,5636550,nibh.Donec@duiin.net,BS,Marketing,3,JRU,2017,Yes,No,No
Vincent,Harriet,N,Sr.,76063759,Yes,Single,12/19/1981,Quezon City,M,Chinese,4167,Phasellus dapibus,Taytay,Quezon,VII,ac turpis,6.81914E+12,8196405,at.velit@DonectinciduntDonec.com,BS,ECE,2,LSPU-Siniloan,2016,No,Yes,Yes
Ingram,Lacy,H,Jr.,6493357,Yes,Single,5/11/1982,Quezon City,F,Filipino,59,adipiscing,Mandalyong,Quezon,XIV,a ultricies,8.38833E+12,9598801,sed.tortor@magnaUt.ca,AB,Marketing,2,UP-Manila,2015,No,No,No
Nieves,Priscilla,Q,Jr.,59394821,No,Widowed,3/2/1983,Malabon,F,Filipino,578,Mauris,Cebu,Rizal,III,sem. Nulla interdum.,2.49893E+12,1304590,molestie@nunc.org,BS,IT,3,AdU-NCR,2015,Yes,No,Yes
Gay,Idola,W,Jr.,11942658,Yes,Married,8/20/1980,Mandalyong,M,Chinese,2058,"mattis semper,",Mandalyong,Quezon, VIII,"et,",1.051E+12,6732503,nunc@ametdiameu.org,AB,Marketing,2,CVSU-Indang,2017,Yes,Yes,No
Austin,Kaitlin,H,III,29919179,No,Single,10/4/1984,Beijing,M,Chinese,2587,tellus non,Taytay,Rizal,XIV,"eu, euismod ac,",9.18479E+12,5664027,imperdiet.dictum@pede.org,AB,Management,2,LSPU-Tanza,2018,Yes,Yes,No
Burton,Dana,F,II,74086216,Yes,Widowed,10/12/1980,Malabon,F,Filipino,1532,Nunc quis,Malabon,Rizal,XIII,"tincidunt, nunc ac",6.76478E+12,7440884,sociis.natoque@mauris.ca,AB,ECE,3,NORSU-Mabinay,2015,No,Yes,No
